Histoires vraies(?) bien écrites,http://www.ulyces.co/joshuah-bearman/lhistoire-secrete-de-silk-road-part-1/,,,,
Editeur UML,https://umbrello.kde.org,,,,
Processus Linux,http://www.tldp.org/LDP/Linux-Filesystem-Hierarchy/html/proc.html,,,,
Librairie SVG / Java,http://trac.erichseifert.de/vectorgraphics2d/,,,,
Contacts cartographie,"wiki-brest@infini.fr, Talk-fr-bzh@openstreetmap.org, cartes-ouvertes-pays-brest@listes.infini.fr, li_cartomobilite@tiriad.org, cdr-pays-brest@infini.fr",,,,
Interface web pour repository Git,https://wiki.deimos.fr/Gitweb_:_Installation_et_configuration_d'une_interface_web_pour_git,,,,
Element d'interface javascript: angular material,https://material.angularjs.org/latest/getting-started,,,,
Tutoriels Angular / JS,http://www.johnpapa.net,,,,
Créer une page github pour un repository,https://pages.github.com,,,,
Acapela TTS,http://www.acapela-group.com/acapela-for-linux-embedded/,,,,
Affichage numérique interactif,Voir tutorielhttp://www.biotechno.fr/IMG/scenari/digitalsignage/co/affichage_numerique_1.html,,,,
Analyse de mémoire et de CPU Java,https://visualvm.java.net/gettingstarted.html?VisualVM_1.3.8,,,,
Andex: installer android sur PC,http://www.infothema.fr/forum/index.php?topic=826.0,,,,
Animation d’éléments en CSS,http://jackonthe.net/css3animateit/,,,,
Annales d’examens de l’UPMF / Programmation,http://imss-www.upmf-grenoble.fr/prevert/Prog/Java/javaannales.html,,,,
"Apache Tika: Extraction de texte et de métadonnées à partir de documents variés (xls, ppt, doc, ….)",https://tika.apache.org/,,,,
API HTML / Java,http://sourceforge.net/projects/simplyhtml/,,,,
Application Java / Géo: JOSM,https://josm.openstreetmap.de/wiki/Fr%3AWikiStart,,,,
Applications métier avec ECLIPSE SCOUT,http://jmini.developpez.com/eclipse_scout/articles/premiers_pas/#LIV,,,,
"Article sur l’utilisation de logiciels libre à la maire de de Fontaine, près de Grenoble",http://numerique.eelv.fr/2016/01/15/lexperience-du-logiciel-libre-a-la-mairie-de-fontaine/,,,,
Audio / vidéo Java Media Framework (Audio / video),http://cedric.cnam.fr/~farinone/CCAM/jmf.pdf,,,,
Base d’adresses nationale,https://adresse.data.gouv.fr/,,,,
Bibliothéque de création de documents bureautique (Apache POI),https://poi.apache.org/download.html,,,,
Bibliothèque graphique SVG Java,Tutoriel:http://mcc.id.au/2007/09/batik-course/,,,,
Bibliothèque/Composant Javascript de dessin de diagramme,https://www.jgraph.com/,,,,
Bonne idée d’installeur pour programme Java: voir yED,Compresser une JRE + les dossiers puis insertion dans un script .sh (ou .exe),,,,
Bonne pratique de communication sur la maintenance des système,https://services.univ-rennes2.fr/isou/,,,,
Canvas Javascript pour dessin,http://fabricjs.com/,,,,
Changement de disque SSD mSATA Asus S56CB + photos,http://forum.notebookreview.com/threads/asus-s56ca-wh31-15-6-ultrabook-teardown-integrated-ssd-hack-and-os-install-hack.698655/,,,,
Chats Javascript XMPP ConverseJS,https://conversejs.org/,,,,
Choisir une imprimante compatible Linux,http://www.openprinting.org/printers,,,,
Client XMPP Java / vidéo: Jitsi,https://download.jitsi.org/jitsi/debian/,,,,
Compétences nécessaires informatique,http://www.ecompetences.eu/site/objects/download/6068_EUeCF2.0CWAPartIFR.pdf,,,,
Configuration de serveurs Virtual Box,http://www.diije.fr/installer-serveur-developpement-local-virtualbox-ubuntu-server/,,,,
Conteneurisation d’applications: Docker,https://www.docker.com/,,,,
Content manager Alfresco,https://www.alfresco.com/products/enterprise-content-management,,,,
Controle parental,http://www.01net.com/telecharger/windows/Securite/controle-parental/fiches/45999.html,,,,
Conversion de document Pandoc - formats divers,https://github.com/jgm/pandoc/releases,,,,
Conversion de données géographiques ogr2ogr,http://www.gdal.org/ogr2ogr.html,,,,
Conversion de données GPS,http://www.gpsbabel.org/download.html,,,,
Cours réseau TCP IP,https://openclassrooms.com/courses/apprenez-le-fonctionnement-des-reseaux-tcp-ip/,,,,
Cours sur la géodésie,http://fad.ensg.eu/moodle/course/category.php?id=63,,,,
Crawler / robot vérificateur de liens opensource,http://wummel.github.io/linkchecker/,,,,
Crawler / robot vérificateur de liens opensource,http://nutch.apache.org/,,,,
Création d’interfaces Java / XML,LUXOR-XUL,,,,
cURL – utilitaire inspection de headers http,lire un en-tête HTTP: curl --headhttp://url.com,,,,
Django,http://django-story.readthedocs.org/en/latest/,,,,
Doc interressante logiciels libres / linux,http://www.irlnc.org/serveur/installation/,,,,
Doc linux en anglais,http://tldp.org,,,,
Documentation de développement web interressante,https://developer.mozilla.org/fr/,,,,
Documentation développement HTML JS CSS,https://developer.mozilla.org/fr/,,,,
Documentation fr serveurs xmpp,http://korben.info/mettre-en-place-votre-serveur-xmpp-voip-et-chat.html,http://wiki.korben.info/xmpp_a_tout_faire,,,
Documentation Java interactive,http://www.javapractices.com/home/HomeAction.do,,,,
Documentation Linux utile,http://www.tldp.org/,,,,
Documentation sur prototypage javascript / objets,https://developer.mozilla.org/fr/docs/Web/JavaScript/Closures,,,,
Ecommerce en ligne,https://www.prestashop.com/en/download-success,,,,
Editeur de diagramme DIA **,http://sourceforge.net/projects/dia-installer/,,,,
Editeur WYSIWYG Javascript,https://github.com/ckeditor,,,,
Environnements Linux pour l’éducation HandyLinux,http://asri-education.org/asriedu-logitheque,,,,
Envoi de gros fichier (2GO),https://www.wetransfer.com/,,,,
Exemples de codes en différent langages ***,http://rosettacode.org/wiki/Rosetta_Code,,,,
Explorateur de fichiers PHP simple,http://encode-explorer.siineiolekala.net/,,,,
Formules de distance entre deux points,http://www.mathwarehouse.com/algebra/distance_formula/index.php,,,,
Framework CSS compatible plusieurs navigateurs,http://getbootstrap.com/getting-started/,,,,
Framework javascript socket / chat,http://socket.io/,,,,
Gestion d’images virtuelles: OpenNebula,http://opennebula.org/documentation/tutorials/,,,,
Gestion de réseau: Icinga,,,,,
Gestionnaire de dépendances PHP,https://getcomposer.org/,,,,
Hébergement gratuit de sites Java Tomcat / JBoss,https://www.openshift.com/,,,,
Hébergement sur raspberry pi,http://www.instructables.com/id/Host-your-website-on-Raspberry-pi/?ALLSTEPS,,,,
Icones,http://uxrepo.com/,http://tango.freedesktop.org/Tango_Showroom,,,
IDE web en ligne: codiad,http://codiad.com/,,,,
Insérer une carte interactive dans une page web : LeafLet,http://leafletjs.com/,,,,
Installation rapide de serveurs en réseau pxe/mirroir,http://www.pavnay.fr/index.php/fr/administration-systeme/1-pxe-installation,,,,
Installation serveur DNS Bind 9,http://www.tldp.org/pub/Linux/docs/HOWTO/translations/fr/html-1page/Chroot-BIND-HOWTO.html,,,,
Installeur de logiciel aspect pro (utilisé par bonita bpm),Install Builder,,,,
Java bean et XMLEncoder pour stocker des données,http://docs.oracle.com/javase/7/docs/api/java/beans/XMLEncoder.html,,,,
Javascript bibliothèque XML: Marknote,https://code.google.com/archive/p/marknote/,,,,
"Joli kit graphique web multi-fenetre, editeur, ….",http://demo.qooxdoo.org/current/tutorial/index.html#desktop~Hello_World,,,,
Lecture de partition EXT4 à partir de WIndows,Ext2Fsd,,,,
Librairie de moteur de recherche Java: Apache Lucene et Solr,http://www.lucenetutorial.com/lucene-vs-solr.html,,,,
Linux remote access / accés à distance Linux,http://wiki.x2go.org/doku.php/doc:newtox2go (adapté aux connexions lentes),https://www.cendio.com/,https://www.realvnc.com/,,
"Liste de librairie JAVA de manipulation de document: CSV, Excel, ini, ...",http://www.coderanch.com/how-to/java/AccessingFileFormats,,,,
Livre Git / Serveur / utilisation,http://djibril.developpez.com/tutoriels/conception/pro-git/,,,,
Livre oreilly XMPP The defintive guide,http://oriolrius.cat/blog/wp-content/uploads/2009/10/Oreilly.XMPP.The.Definitive.Guide.May.2009.pdf,,,,
Livres IT,https://github.com/vhf/free-programming-books/blob/master/free-programming-books.md#c-1,,,,
Livres IT achat 5€ ebook,https://www.packtpub.com/application-development/jboss-7-development,,,,
Livres IT Java / JEE,http://www.e-booksland.com/Langage-JAVA/les-design-patterns-en-java-les-23-modeles-de-conception-fondamentaux.html,,,,
Logiciel de virtualisation serveur,http://xenserver.org/,,,,
Logiciel open source gestion/compatibilité,http://www.dolibarr.fr/,,,,
Logiciel open source gestion/compatibilité,http://lima.chorem.org/v/develop/,,,,
Mailer PHP auto,https://github.com/Synchro/PHPMailer,,,,
Mailer PHP auto,http://sourceforge.net/projects/phplist/files/phplist/,,,,
MaryTTS,http://mary.dfki.de/,,,,
"Mediacenter opensource: TV, Images, Vidéo, ...",kodi / xbmc http://www.maximumpc.com/getting-started-xbmc-2014/,,,,
MindMapping,http://mindcator.free.fr/,,,,
Moteur 2D / 3D open source,http://www.godotengine.org/projects/godot-engine,,,,
Moteur de base de donnée pure Java 2MB: Apache Derby,https://fr.wikipedia.org/wiki/Apache_Derby,,,,
Moteur de recherche - Apache Lucene / Apache Solr,https://fr.wikipedia.org/wiki/Apache_Solr,,,,
Moteur de recherche cloud: elastic search,https://code.gouv2.fr/fr/elasticsearch.html,,,,
OpenData: données publiques,https://www.data.gouv.fr/fr/,,,,
Openfire + strophe.js,https://community.igniterealtime.org/docs/DOC-2954,,,,
"OpenVPN, vie privée et sécurité + outils pour cacher du trafic",https://en.wikipedia.org/wiki/OpenVPN,,,,
Ordinateur 9$ Chip,https://www.kickstarter.com/projects/1598272670/chip-the-worlds-first-9-computer,,,,
Outil d’analyse de code source/tests Java,http://cobertura.github.io/cobertura/,,,,
Outils d’analyse de trafic open source Piwik,,,,,
Récapitulatif clair sur le PLU (gouv),http://www.territoires.gouv.fr/plan-local-d-urbanisme-intercommunal-plui-et-plan-local-d-urbanisme-plu,,,,
Résolution de problème IHM / Swing,http://hugo.developpez.com/tutoriels/java/common-problems-swing/,,,,
Ressource domotique / arduino,http://jeromeabel.net/ressources/xbee-arduino,,,,
Ressources / Contacts en carto,http://enscarto2016.sciencesconf.org/,,,,
Ressources logicielles recommandées par gouv,https://code.gouv2.fr/fr/,,,,
Sauvegarde auto de PC centralisée,http://backuppc.sourceforge.net/,,,,
Scenari / Edition mise en forme de documents sur plusieurs supports,http://scenari-platform.org/projects/scenari/fr/pres/co/,,,,
Série comique IT: the eighty crowd,http://www.dailymotion.com/video/xpel4k_the-it-crowd-1x01-vostfr_fun,,,,
Serveur Angular / Node: voir angular-phonecat,https://docs.angularjs.org/guide/services,,,,
Serveur de cache pour accélération de service de requetes Varnish,https://www.varnish-cache.org,,,,
Serveur de chat XMPP populaire,https://www.process-one.net/en/ejabberd/,,,,
Serveur de géolocalisation d’adresse IP Github / docker,https://github.com/fiorix/freegeoip,,,,
Serveur Git open source,https://about.gitlab.com/downloads/#raspberrypi2,,,,
Serveur proxy de mise en cache,http://www.squid-cache.org/,,,,
Serveur proxy recommandé par gouv,https://code.gouv2.fr/fr/haproxy.html,,,,
SI_VOX TTS Francais quasi correct,http://users.polytech.unice.fr/~helen/SERVER_SI_VOX/pages/readme.php,,,,
Silverpeas,URL d’administration: http://localhost:8082,,,,
Simulation d’explosion nucléaire,http://nuclearsecrecy.com/nukemap/,,,,
Site rassemblement technologies open source,http://www.open-source-guide.com/L-open-source/A-propos,,,,
Solution d’hebegement open source,http://www.sentora.org/,,,,
Solution mail calendrier collaboration etc… open source,http://www.citadel.org/doku.php?id=start,,,,
Solutions d’enquête / sondage en ligne Lime Survey,https://www.limesurvey.org/fr/accueil,,,,
Sous requêtes SQL,http://sql.sh/cours/sous-requete,,,,
Système de coordonnées de données GPX toujours en WGS84,http://gis.stackexchange.com/questions/91713/how-can-i-change-the-coordinate-system-of-gpx-points,,,,
Templates HTML 5,http://www.getmdl.io/templates/index.html,,YesWikihttp://yeswiki.net/wakka.php?wiki=AccueiL,,
Tous les logiciels indispensables selon developpez.com,http://ericreboisson.developpez.com/tutoriels/logiciels-indispensables/,,,,
Tuto JEE,http://www.mkyong.com/webservices/jax-rs/resteasy-hello-world-example/,,,,
Tutoriel campagne mail MailChimp,http://fr.openclassrooms.com/entreprise/cours/reussir-sa-campagne-d-e-mailing-avec-mailchimp?utm_source=Abonn%C3%A9s+newsletter+OC&utm_campaign=f80e386ed6-Newsletter_14Aout_2014&utm_medium=email&utm_term=0_cfb1a6bff4-f80e386ed6-208628858,,,,
Tutoriel serveur web complet raspberry pi,http://raspbian-france.fr/mettre-en-ligne-serveur-web-raspbian-dydns-port-forwarding/,,,,
Tutoriel synthétique python,http://python.developpez.com/tutoriels/python-en-bref/,,,,
Tutoriel vectorisation de dessin,https://www.youtube.com/watch?v=yZ7PbPcfxus,,,,
Tutoriel vidéo surveillance RaspberryPi,http://raspbian-france.fr/video-surveillance-raspberry-pi-camera/,,,,
"Une idée: plateforme documentaire basée sur Git, ou déposer des documents de travaux à partager (ppt, doc, odt, ...)",,,,,
URL Re-writing,http://www.webrankinfo.com/dossiers/techniques/tutoriel-url-rewriting,,,,
Utilitaire de traçage de graph: yED,https://www.yworks.com/downloads,,,,
Virtualisation de serveurs,http://www.admin-magazine.com/Articles/Server-Virtualization-with-VirtualBox,,,,
Webmail opensource Zimbra / Round Cube,https://www.zimbra.com/,,,,
Wiki avec acces privé / public,http://www.pmwiki.org/wiki/PmWiki/Download,,,,
Themes worpress sympa pour gallerie photo,https://www.gavick.com/,,,,
Blog photo sympa,http://morganeguiard.fr/,,,,
"Liste de blog en bas de page, inspiration ?",http://morganeguiard.fr/a-propos/,,,,
Géoportail Chili,http://www.geoportal.cl/Visor/,,,,
Grafikart - gérer des clients en freelance,https://www.youtube.com/watch?v=MofrD8oE6Xk,,,,
Design: Dribbble,https://dribbble.com/,,,,
Document de marketeux - idéal pour faire peur à la plebe,https://about.talky.io/core/talkywhitepaper.pdf,,,,
Site web look novateur,http://theyoungastronauts.com/,,,,
GIS lib javascript,https://openlayers.org/,,,,
Javascript tri de listes,https://github.com/javve/list.js,,,,
Framework sympa ? Meteor,https://www.meteor.com/tutorials/blaze/creating-an-app,,,,
Serveur d'upload simple,https://github.com/stackp/Droopy,,,,
Themes design professionnels,https://dribbble.com/,,,,
Animations CSS de chargement,https://github.com/ConnorAtherton/loaders.css,,,,
Grille bootstrap,https://getbootstrap.com/examples/grid/,,,,
Mettre en place une API HTTP avec OAuth2,http://www.bubblecode.net/fr/2016/01/22/comprendre-oauth2/,,,,
"Connexion WebSocket a une imprimante, du materiel, .... par port USB",https://linuxfr.org/news/eveconnector-connectez-des-applications-saas-aux-peripheriques-des-postes-clients,,,,
Jquery / Webrtc,http://skylink.io/web/,,,,
WebRTC multi user video chat ,http://blog.mgechev.com/2014/12/26/multi-user-video-conference-webrtc-angularjs-yeoman/,,,,
Gestion de projet Web: http://yeoman.io,http://yeoman.io,,,,
Reconnaissance vocale Chrome/Javascript: webSpeechRecognition(),https://github.com/xdumaine/web-speech-experiments/blob/master/index.js,,,,
"Javascript: détecter le regard des visiteurs sur un site, effectuer des tests d'ergonomie: WebGazer.js",http://javascript.developpez.com/actu/99100/WebGazer-js-detecter-le-regard-des-visiteurs-de-votre-site-Web-grace-a-cette-bibliotheque-JavaScript/,,,,
Javascript: passer en HTTPS pour développement uniquement:  location.protocol = 'HTTPS';,,,,,
Chat audio / vidéo: SDK appear.in,https://github.com/appearin/appearin-sdk,,,,
Tester la popularité d'une techno,https://slashdot.org,,,,
Explications sur les WebSockets,https://www.infoq.com/articles/Web-Sockets-Proxy-Servers,,,,
Client web XMPP utilisant StropheJS,https://github.com/ramonrovirosa/xmpp_client_strophejs,,,,
Moonboots: empaqueter une application coté serveur (à la Grunt / Gulp) avant envoi vers le client,https://github.com/HenrikJoreteg/moonboots,,,,
Article en français sympa sur WebSocket,http://www.bortzmeyer.org/6455.html,,,,
"HTML5 - stockage possible dans le navigateur, jusqu'à 5 MB",http://www.w3schools.com/html/html5_webstorage.asp,,,,
Outil de gestion de projet - développé par Digicoop,https://kantree.io,,,,
Outil de prise de notes en ligne - développé par Digicoop,https://polynote.io,,,,
Framework Web / vidéo: Popcorn JS. Permet par exemple de faire évoluer une page au fil d'une vidéo,http://popcornjs.org,,,,
Popup et lightbox javascript,http://dimsemenov.com/plugins/magnific-popup/,,,,
Framework d'internationalisation,http://i18next.com,,,,
Générateur de documentation pour javascript ++,https://github.com/jsdoc3/jsdoc,,,,
Bibliothèque utilitaires pour opérations asynchrones,https://github.com/caolan/async,,,,
Integrer et formatter des ressources (URL),https://github.com/iamcal/oembed,,,,
Liste de jeux en pour navigateurs (la plupart en javascript),https://github.com/leereilly/games,,,,
Asteroid en Javascript ++,http://www.dougmcinnes.com/html-5-asteroids/,,,,
Jeu javascript,https://github.com/hakimel/Core,,,,
Jeu de plateforme en javascript,https://github.com/jakesgordon/javascript-tiny-platformer,,,,
Transformation XML / JSON,https://github.com/otalk/jxt,,,,
Ajout d'un chat vidéo / audio dans un site simple,http://barc.com/#install,,,,
AngularJS et indexation (SEO),http://www.yearofmoo.com/2012/11/angularjs-and-seo.html#.UydRShHplug.twitter,,,,
Bibliothèque Javascript d'insertion de chaine dans un document HTML avec templates {{chaine}},https://github.com/janl/mustache.js,,,,
Cours JQuery francais simple,http://www.finalclap.com/tuto/cours-jquery-61/,,,,
CMS Boutique en ligne Prestashop,https://github.com/PrestaShop/PrestaShop,,,,
Tutoriel angular ++++,https://www.codeschool.com/courses/shaping-up-with-angular-js,,,,
Renseignement sur la compatibilité de technologies web / navigateurs,http://caniuse.com/#search=websocket,,,,
"Jade, langage Web plus lisible que le HTML",http://jade-lang.com,,,,
Framework Javascript / HTML5 / BDD: Meteor,http://guide.meteor.com,,,,
Explication sur Error first ou NodeJs way,http://fredkschott.com/post/2014/03/understanding-error-first-callbacks-in-node-js/,,,,
Utiliser plusieurs version de NodeJS: utiliser nvm,https://www.npmjs.com/package/nvm,,,,
Articles sur le XMPP,http://linuxfr.org/users/goffi/journaux/parlons-xmpp-episode-1-les-bases,,,,
Base de données Javascript (utilitaire) Taffy DB,http://www.taffydb.com,,,,
Bibliothéque graphique Javascript: D3,http://christopheviau.com/d3list/gallery.html,,,,
Enlever les # des URL angular,https://scotch.io/tutorials/pretty-urls-in-angularjs-removing-the-hashtag,,,,
Chainer les promesses Javascript,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Promise/then,,,,
Utilitaires javascript: underscore,http://underscorejs.org/#find,,,,
Documentation sur webpack et vinyl named,https://www.npmjs.com/package/gulp-webpack,,,,
Générateur de fichier gulp,http://quenchjs.com/,,,,
Générateur d'animations angular,http://www.nganimate.org/angularjs/ng-switch/slider-css3-transition-animation,,,,
Explications Anguar animate (voir en bas de page),https://www.grafikart.fr/tutoriels/angularjs/nganimate-467,,,,
Fichier d'animations en CSS *******,https://daneden.github.io/animate.css/,,,,
Injection de dpéendance dans les routes + autres tutos,http://www.frangular.com/2012/12/initialisations-avant-routage-avec-resolve.html,,,,
Composants angular de la mort *******,https://angular-ui.github.io/,,,,
Tuto complet sur les routes,http://www.tutoriel-angularjs.fr/tutoriel/2-utilisation-complete-d-angularjs/1-le-routage,,,,
Directives,https://openclassrooms.com/courses/developpez-vos-applications-web-avec-angularjs/les-directives-3,,,,
Liste de directives interressante ***,http://angular-js.in/,,,,
Angular et formulaires / composants,http://www.technofattie.com/2014/07/01/using-angular-forms-with-controller-as-syntax.html,,,,
"Optimisation Angular: Vidéo claire sur $scope $watch, et les filtres ...",https://www.youtube.com/watch?v=WrqOB0r2svY,,,,
Tutoriel angular PhoneCat,https://docs.angularjs.org/tutorial/step_01,,,,
"Le controleur ne doit pas contenir de code de présentation, uniquement du code métier",https://docs.angularjs.org/guide/controller,,,,
Guide style angular,https://github.com/johnpapa/angular-styleguide/tree/master/a1,,,,
Migration Angular 1 vers Angular 2,http://maxlab.fr/2015/12/migrer-de-angularjs-1-x-vers-angularjs-2-0-pratique/,,,,
Alimentation pile / batterie raspberry pi,http://www.makeuseof.com/tag/pi-go-x-ways-powering-raspberry-pi-portable-projects/,,,,
Joysticks raspberry pi,https://www.adafruit.com/products/512,,,,
Ruban lumineux raspberry pi,https://www.adafruit.com/category/50,,,,
Led accessibles raspberry pi,https://www.adafruit.com/category/168,,,,
"Capteurs de mouvements sympas pour contrôle d'objets, de logiciels, .... raspberry pi",https://shop.pimoroni.com/products/skywriter-hat,,,,
Capteurs gyroscopiques raspberry pi,https://www.adafruit.com/products/2472,,,,
Anémomètre raspberry pi,https://www.adafruit.com/products/1733,,,,
Clavier numérique raspberry pi,https://www.adafruit.com/products/1824,,,,
Lecteur de carte magnétique raspberry pi,https://www.adafruit.com/products/853,,,,
Scanner code barre raspberry pi,https://www.adafruit.com/products/1203,,,,
Leap motion raspberry pi,https://www.adafruit.com/products/2106,,,,
Peripherique acceptant des pièces raspberry pi,https://www.adafruit.com/products/787,,,,
Peripherique acceptant des pièces - Moins cher,https://www.adafruit.com/products/786,,,,
Capteur Geiger raspberry pi,https://www.adafruit.com/products/483,,,,
Thermomètre avec affichage raspberry pi,https://www.adafruit.com/products/576,,,,
Tutoriel machine virtuelle Debian / ARM avec QEMU,http://ulrichinaction.blogspot.fr/2013/09/faire-sa-machine-virtuelle-sous-debian.html?m=1,,,,
Liste utilisateurs logiciels libres,https://fr.wikipedia.org/wiki/Liste_des_adoptants_de_GNU/Linux,,,,
Controle parental systeme proxy IPFIRE,https://casper.rabas.net/blog/2013/11/28/installer-un-controle-parental-sur-un-reseau-proxy-avec-ipfire/,,,,
Gnome Nanny contrôle parental,http://le-controle-parental.fr/nanny-logiciel-de-controle-parental-sous-gnome-linux,,,,
Champignons LED déco,https://www.youtube.com/watch?v=D5LjGFkpApw,,,,
Solution serveur / client WebRTC,https://easyrtc.com/features/,,,,
Jquery / Webrtc,http://skylink.io/web/,,,,
Bilbi webrtc multi utilisateurs,Voir: http://www.rtcmulticonnection.org/docs/getting-started/,,,,
Module stat: outil d'observation de la position de la souris sur un composant ?,,,,,
Infos et démos sur WebRTC,https://www.webrtc-experiment.com,,,,
Apache redirection et réécriture ,https://github.com/ether/etherpad-lite/wiki/How-to-put-Etherpad-Lite-behind-a-reverse-Proxy,,,,
Stats RTC et debuggage WebRTC,https://github.com/opentok/rtcstats/blob/master/rtcstats.js,,,,
Conseils utiles sur Strophe et XMPP,http://ngnode.com/2016/01/05/xmpp-search-users-using-strophe/,,,,
Tester un serveur TURN / STUN,https://webrtc.github.io/samples/src/content/peerconnection/trickle-ice/,,,,
Exemples WebRTC,https://webrtc.github.io/samples/,,,,
